DESCRIPTION,PROPERTY NAME,ESA,STREET START NR,STREET END NR,LOT PREFIX,LOT NUMBER,STREET_NAME,STREET TYPE,LOCALITY_NAME,STATE CODE,POST CODE,LONG  DEG,LONG  MIN,LONG SEC,EW HEM,LAT DEG,LAT MIN,LAT SEC,NS HEMI,AMG ZONE,EASTING,NORTHING,PMS CODE
,LAKES ENTRANCE EXCHANGE,LENT,8,,,,BARKES,AVE,LAKES ENTRANCE,VIC,3909,148,1,11,E,37,52,6,S,55,589680,5808306,7899
,LALBERT EXCHANGE (SCAX) NO 1,LALB,,,,,MAIN,ST,LALBERT,VIC,3542,143,22,14,E,35,40,29,S,54,714540,6049553,7820
CNR OPENLANDER RD,LALBERT ROAD EXCHANGE,LARD,,,,,LALBERT,RD,LALBERT,VIC,3542,143,23,34,E,35,34,22,S,54,716827,6060813,7819
,LANCE CREEK EXCHANGE,LANK,,,,,LANCE CREEK,RD,LANCE CREEK,VIC,3995,145,38,43,E,38,33,15,S,55,381952,5731840,6096
,LANCEFIELD EXCHANGE,LANF,44,,,,HIGH,ST,LANCEFIELD,VIC,3435,144,43,54,E,37,16,26,S,55,298878,5872345,6076
OFF LANDSBOROUGH STAWELL RD,LANDSBOROUGH EXCHANGE,LBRH,,,,,SCHOOL,RD,LANDSBOROUGH WEST,VIC,3384,143,8,0,E,37,0,31,S,54,689802,5902057,7818
,LANG LANG EXCH (SCAX),LGLG,,,,200,CAMBRIDGE,ST,LANG LANG,VIC,3984,145,33,48,E,38,15,50,S,55,374309,5763943,6085
,LANGKOOP EXCHANGE (SCAX),LOOP,,,,,EDENHOPE-LANGKOOP,RD,LANGKOOP,VIC,3318,141,2,19,E,37,5,11,S,54,503430,5895553,6093
,LANGLEY EXCHANGE,LANY,,,,,METCALEE,RD,LANGLEY,VIC,3444,144,30,16,E,37,9,4,S,55,278370,5885462,7984
,LANGWARRIN EXCHANGE,KALG,6,,,,LEONARD,DR,LANGWARRIN,VIC,3910,145,12,34,E,38,9,2,S,55,343113,5775970,6073
,LARA EXCHANGE,LARA,77,81,,,STATION LAKE,RD,LARA,VIC,3212,144,24,29,E,38,1,26,S,55,272484,5788376,6071
,LARRALEA EXCHANGE (SCAX),LARR,,,,,LOWER DARLINGTON,RD,LARRALEA,VIC,3325,143,13,6,E,38,1,30,S,54,694707,5789100,6078
,LASCELLES EXCHANGE,LASC,,,,,MALLEE,ST,LASCELLES,VIC,3487,142,34,43,E,35,36,28,S,54,642978,6058418,6077
,LAUNCHING PLACE EXCHANGE,LNGE,,,,,DON,RD,LAUNCHING PLACE,VIC,3139,145,35,15,E,37,45,41,S,55,375576,5819734,6075
,LAVERS HILL EXCHANGE (SCAX),LAVL,,,,,LAVERS HILL-BEECH FOREST,RD,LAVERS HILL,VIC,3238,143,26,16,E,38,39,48,S,54,712101,5717774,7426
,LAVERTON EXCHANGE,LTVN,167,,,,CHERRY,LANE,LAVERTON NORTH,VIC,3026,144,47,9,E,37,50,33,S,55,305169,5809348,6072
,LAVERTON SOUTH EXCHANGE,LVSX,103,,,,MERTON,ST,LAVERTON SOUTH,VIC,3028,144,46,43,E,37,51,54,S,55,304593,5806851,6074
,LEARMONTH EXCHANGE1(SCAX),LMTH,10,,,,QUEEN,ST,LEARMONTH,VIC,3352,143,43,11,E,37,25,32,S,54,740655,5854458,6120
,LEITCHVILLE EXCHANGE,LEIT,22,,,,KING GEORGE,ST,LEITHCHVILLE,VIC,3567,144,17,57,E,35,54,10,S,55,256243,6023451,10153
,LEMNOS EXCHANGE (SCAX),LEMN,5,,,,TANK CORNER EAST,RD,LEMNOS,VIC,3631,145,27,45,E,36,19,26,S,55,361984,5979044,6115
,LEONARDS HILL EXCHANGE (SCAX),LNDS,,,,,BALLAN-DAYLESFORD,RD,LEONARDS HILL,VIC,3461,144,7,2,E,37,25,30,S,55,244903,5854090,6111
,LEONGATHA EXCHANGE,LEOG,,,,,MICHAEL,PL,LEONGATHA,VIC,3953,145,56,42,E,38,28,32,S,55,407968,5740906,6109
,LEONGATHA NORTH EXCHANGE (SCAX,LEGN,,,,,CANABANS,RD,LEONGATHA NORTH,VIC,3953,145,59,38,E,38,24,39,S,55,412154,5748136,6102
,LEONGATHA SOUTH EXCHANGE (SCAX,LEGS,,,,,LEONGATHA-INVERLOCH,RD,LEONGATHA SOUTH,VIC,3953,145,52,49,E,38,32,6,S,55,402403,5734243,6123
,LEOPOLD EXCHANGE,LEOP,765,767,,,BELLARINE,HWY,LEOPOLD,VIC,3224,144,27,54,E,38,11,19,S,55,277983,5770233,6132
,LESLIE MANOR EXCHANGE,LEOR,,,,,STEELES,RD,LESLIE MANOR,VIC,3260,143,20,43,E,38,6,19,S,54,705626,5779918,7822
,LETHBRIDGE EXCHANGE (SCAX),LBGE,,,,,RUSSELL,ST,LETHBRIDGE,VIC,3332,144,8,8,E,37,57,47,S,55,248353,5794425,6122
,LEXTON EXCHANGE,LEXN,,,,,SKENE,ST,LEXTON,VIC,3352,143,31,0,E,37,16,29,S,54,723130,5871694,7431
,LICOLA EXCHANGE & RT,LICA,,,,,OFF HEYFIELD JAMIESON,RD,LICOLA,VIC,3858,146,37,34,E,37,37,33,S,55,466999,5835617,6126
,LILYDALE EXCHANGE,LILY,,,,,HARDY,ST,LILYDALE,VIC,3140,145,21,11,E,37,45,30,S,55,354935,5819709,6070
,LINDENOW EXCHANGE,LINW,144,,,,MAIN,RD,LINDENOW,VIC,3865,147,27,29,E,37,48,0,S,55,540316,5816262,6043
,LINTON EXCHANGE (SCAX),LINT,,,,,CLYDE,ST,LINTON,VIC,3360,143,33,48,E,37,41,13,S,54,726023,5825838,6042
,LISMORE EXCHANGE (SCAX),LSRE,33,,,,HIGH,ST,LISMORE,VIC,3324,143,20,52,E,37,57,8,S,54,706274,5796898,6048
,LITCHFIELD EXCHANGE (SCAX),LITC,,,,,BORUNG,HWY,LITCHFIELD,VIC,3480,142,50,42,E,36,17,52,S,54,665662,5981456,7434
,LITTLE RIVER EXCHANGE,LITL,,,LOT,36,RIVER,ST,LITTLE RIVER,VIC,3211,144,30,2,E,37,57,46,S,55,280423,5795381,12146
,LLANELLY EXCHANGE,LLAN,,,,,BRIDGEWATER,RD,LLANELLY,VIC,3551,143,51,30,E,36,43,51,S,54,755242,5931190,7436
,LOCH EXCHANGE (SCAX),LOCH,41,,,,VICTORIA,RD,LOCH,VIC,3945,145,40,32,E,38,24,2,S,55,384338,5748896,6056
,LOCH SPORT EXCHANGE,LSPT,,,LOT,518,CLIFF,ST,LOCH SPORT,VIC,3851,147,35,2,E,38,2,52,S,55,551222,5788709,6059
,LOCKINGTON EXCHANGE (SCAX),LKTN,,,,,MAIN,RD,LOCKINGTON,VIC,3563,144,32,18,E,36,16,24,S,55,278876,5982937,6054
,LOCKWOOD EXCHANGE (SCAX),LOCD,,,,,MARONG RAVENSWOOD,RD,LOCKWOOD SOUTH,VIC,3551,144,9,33,E,36,49,23,S,55,246614,5921003,6051
,LOGAN EXCHANGE (SCAX),LOGN,,,,,WEDDERBURN,RD,LOGAN,VIC,3475,143,29,29,E,36,37,16,S,54,722784,5944280,6050
,LONGFORD EXCHANGE,LORD,,,,,LONGFORD LOCH SPORT,RD,LONGFORD,VIC,3851,147,9,21,E,38,13,8,S,55,513633,5769888,6057
,LONGWARRY EXCHANGE (SCAX),LORY,29,,,,PRINCES,AVE,LONGWARRY,VIC,3816,145,46,10,E,38,6,45,S,55,392118,5781002,6044
,LONGWOOD EXCHANGE,LOOD,,,,,DOWN,ST,LONGWOOD,VIC,3665,145,25,36,E,36,48,18,S,55,359641,5925619,6055
,LONSDALE EXCHANGE,LONS,447,,,,LONSDALE,ST,MELBOURNE,VIC,3000,144,57,34,E,37,48,49,S,55,320371,5812901,7851
,LORNE EXCHANGE (BVR),LORN,19,21,,,SMITH,ST,LORNE,VIC,3232,143,58,15,E,38,32,18,S,54,758937,5730281,6166
,LORQUON EXCHANGE (SCAX),LORQ,,,,,PURTLES,RD,LORQUON,VIC,3418,141,45,53,E,36,5,16,S,54,568843,6006056,7823
,LUBECK EXCHANGE (SCAX),LUBE,,,,,O'CONNOR,ST,LUBECK,VIC,3381,142,33,1,E,36,44,49,S,54,638394,5932090,6179
,LYNDHURST EXCHANGE,LYNH,102,104,,,ROBJANT,ST,HAMPTON PARK,VIC,3976,145,14,45,E,38,1,59,S,55,346046,5789079,6046
,LYSTERFIELD EXCHANGE,LYFD,2,,,,WESTMINSTER,DR,ROWVILLE,VIC,3178,145,14,29,E,37,55,40,S,55,345453,5800750,6163
,MACARTHUR EXCHANGE,MAUR,,,,,HIGH,ST,MACARTHUR,VIC,3286,141,59,59,E,38,1,59,S,54,587733,5790056,7656
,MACKS CREEK EXCHANGE (SCAX),MKCK,,,,,TARRA VALLEY,RD,MACKS CREEK,VIC,3971,146,37,5,E,38,29,3,S,55,466681,5740409,7438
,MACORNA EXCHANGE,MACO,,,,,MACORNA,RD,MACORNA,VIC,3579,144,1,26,E,35,55,38,S,55,231479,6020043,7824
,MAFFRA EXCHANGE & RT,MAFF,28,,,,FOSTER,ST,MAFFRA,VIC,3860,146,58,43,E,37,58,6,S,55,498115,5797683,6220
120M S CNR CALDER HWY,MAIDEN GULLY EXCHANGE,MAID,,,,,BECKHAMS,RD,MAIDEN GULLY,VIC,3551,144,12,19,E,36,44,37,S,55,250488,5929921,6223
CNR VERDUN ST,MAIDSTONE EXCHANGE,MDST,75,,,,ROSMOND,RD,MAIDSTONE,VIC,3012,144,53,3,E,37,46,55,S,55,313676,5816270,8012
,MAIL EXCHANGE,LONS,670,696,,,BOURKE,ST,MELBOURNE,VIC,3000,144,57,16,E,37,49,1,S,55,319945,5812537,
,MAIN RIDGE EXCHANGE,MAIR,,,,,SHANDS,RD,MAIN RIDGE,VIC,3928,144,58,20,E,38,23,58,S,55,322923,5747931,12520
,MAJORCA EXCHANGE,MAJO,,,,,TALBOT,ST,MAJORCA,VIC,3465,143,47,49,E,37,6,54,S,54,748508,5888721,6237
,MALDON EXCHANGE  (BVR),MALD,,,,,FRANCIS,ST,MALDON,VIC,3463,144,4,7,E,36,59,46,S,55,239126,5901554,13394
,MALLACOOTA EXCHANGE,MCTA,16,,,,SOUTH,GTWY,MALLACOOTA,VIC,3892,149,44,57,E,37,32,52,S,55,742868,5840806,6430
,MALMSBURY EXCHANGE,MALM,,,,,GOVERNMENT,RD,MALMSBURY,VIC,3446,144,23,25,E,37,9,44,S,55,268264,5883956,7562
,MALVERN EXCHANGE,MALV,8,,,,LLANEAST,ST,MALVERN,VIC,3144,145,1,40,E,37,51,41,S,55,326504,5807745,7432
,MANANGATANG EXCHANGE (SCAX),MANT,,,,,WATTLE,ST,MANANGATANG,VIC,3546,142,52,47,E,35,3,7,S,54,671423,6119594,7380
,MANNIBADAR EXCHANGE (SCAX),MANN,,,,,WILLOWVALE,RD,MANNIBADAR,VIC,3360,143,27,40,E,37,46,54,S,54,716732,5815568,7440
,MANSFIELD EXCHANGE RT & TOC,MFLD,45,,,,HUNTER,ST,MANSFIELD,VIC,3722,146,5,19,E,37,3,22,S,55,418959,5898516,7384
,MARDAN EXCHANGE (SCAX),MARD,,,,,MARDAN-LEONGATHA,RD,MARDAN,VIC,3953,146,6,50,E,38,28,40,S,55,422702,5740815,6482
CONER MARLO ROAD &,MARLO EXCHANGE,MARL,,,,,WARD,ST,MARLO,VIC,3888,148,32,2,E,37,47,39,S,55,635053,5815920,7412
,MARNOO EXCHANGE (SCAX),MARN,,,,,PARK,ST,MARNOO,VIC,3387,142,52,8,E,36,40,17,S,54,667004,5939965,7409
,MARONG EXCHANGE,MARG,,,,,HIGH,ST,MARONG,VIC,3515,144,7,59,E,36,44,3,S,55,243988,5930797,7375
,MAROONA EXCHANGE (SCAX),MRNA,,,,,MORTLAKE-ARARAT,RD,MAROONA,VIC,3377,142,51,34,E,37,25,58,S,54,664508,5855505,7416
,MARYBOROUGH EXCHANGE,MARY,20,,,,CAMPBELL,ST,MARYBOROUGH,VIC,3465,143,44,23,E,37,2,36,S,54,743652,5896822,7418
,MARYSVILLE EXCHANGE & RT,MARS,37,,,,MURCHISON,ST,MARYSVILLE,VIC,3779,145,44,50,E,37,30,41,S,55,389273,5847658,7428
,MAUDE EXCHANGE (SCAX),MAUD,,,,,THOMPSON,RD,MAUDE,VIC,3331,144,10,18,E,37,56,54,S,55,251476,5796156,6483
,MCKENZIE CREEK EXCHANGE (SCAX),MKEN,,,,,HENTY,HWY,MCKENZIE CREEK,VIC,3401,142,10,19,E,36,48,42,S,54,604530,5925390,6428
CNR HALL RD,MCMAHONS CREEK EXCHANGE,MMHK,,,,,WOODS POINT,RD,MCMAHONS CREEK,VIC,3799,145,50,45,E,37,41,7,S,55,398227,5828491,6432
,MEENIYAN EXCHANGE (MMB),MNYN,4,,,,WELSFORD,ST,MEENIYAN,VIC,3956,146,1,6,E,38,34,51,S,55,414490,5729295,6442
,MEERLIEU EXCHANGE (SCAX),MEER,,,,,MEERLIEU,RD,MEERLIEU,VIC,3862,147,23,58,E,37,56,2,S,55,535093,5801430,7499
,MELBOURNE AIRPORT EXCH & CAB B,TMNE,,,,,SOUTH CENTRE,RD,MELBOURNE AIRPORT,VIC,3045,144,51,20,E,37,41,25,S,55,310933,5826370,10150
,MELBOURNE STOCK EXCHANGE,BATM,530,,,,COLLINS,ST,MELBOURNE,VIC,3000,144,57,25,E,37,49,5,S,55,320167,5812402,
,MELTON EXCHANGE,MLON,58,,,,BARRIES,RD,MELTON,VIC,3337,144,34,51,E,37,41,9,S,55,286679,5826301,6310
NO SITE COORDS ARE APPROX,MELTON SOUTH RSS,MLON,,,,,EXFORD,RD,MELTON SOUTH,VIC,3338,144,34,23,E,37,43,22,S,55,286113,5822170,
,MELVILLE FOREST EXCHANGE,MEVL,,,,,CAVENDISH COLERAINE,RD,MELVILLE FOREST,VIC,3315,141,49,14,E,37,31,10,S,54,572510,5847180,7553
,MENA PARK EXCHANGE (SCAX),MAPK,,,,,LAKE GOLDSMITH-CARNGHAM,RD,MENA PARK,VIC,3373,143,28,7,E,37,34,0,S,54,718020,5839410,7939
,MEPUNGA EXCHANGE (SCAX),MEPU,,,,,WILTONS,RD,MEPUNGA,VIC,3277,142,39,17,E,38,25,34,S,54,644439,5745619,6485
,MERBEIN EXCHANGE,MERB,90,94,,,COMMERCIAL,ST,MERBEIN,VIC,3505,142,3,38,E,34,10,6,S,54,597737,6218678,6488
,MERBEIN SOUTH EXCHANGE (SCAX),METH,,,,,STURT,HWY,MERBEIN SOUTH,VIC,3505,142,2,11,E,34,12,56,S,54,595469,6213455,6490
,MEREDITH EXCHANGE (TSB),MERH,56,,,,STAUGHTON,ST,MEREDITH,VIC,3333,144,4,33,E,37,50,28,S,55,242681,5807796,7278
,MERINGUR EXCHANGE (SCAX),MGUR,,,,,MERINGUR SOUTH,RD,MERINGUR,VIC,3496,141,19,40,E,34,25,31,S,54,530122,6190640,7552
,MERINO EXCHANGE,MRNO,,,,,BURKE,ST,MERINO,VIC,3310,141,32,58,E,37,43,10,S,54,548422,5825180,7551
,MERNDA EXCHANGE,MRDA,140,,,,SCHOTTERS,RD,MERNDA,VIC,3754,145,6,14,E,37,35,21,S,55,332598,5838062,7441
,MERRICKS NORTH EXCHANGE (SPB),MRRN,304,,,,MYERS,RD,MERRICKS NORTH,VIC,3926,145,4,33,E,38,20,19,S,55,331831,5754876,6253
,MERRIGUM EXCHANGE,MGUM,127,129,,,WAVERLEY,AVE,MERRIGUM,VIC,3618,145,7,56,E,36,22,13,S,55,332435,5973376,6266
,MERRIJIG EXCHANGE,MRJG,,,,,MOUNT BULLER,RD,MERRIJIG,VIC,3723,146,15,48,E,37,6,10,S,55,434534,5893457,7936
CNR HIGH ST,MERTON EXCHANGE,MTON,,,,,MAROONDAH,HWY,MERTON,VIC,3715,145,42,43,E,36,58,35,S,55,385364,5906971,6610
,METUNG EXCHANGE,MUNG,12,,,,KURNAI,AVE,METUNG,VIC,3904,147,51,10,E,37,53,31,S,55,574973,5805817,6263
,MIA MIA EXCHANGE,MIAA,,,,,MIA MIA - LANCEFIELD,RD,MIA MIA,VIC,3444,144,36,21,E,37,2,6,S,55,287050,5898578,6259
,MIDDLE TARWIN EXCHANGE (SCAX),MIDT,,,,,TARWIN LOWER,RD,MIDDLE TARWIN,VIC,3956,145,55,33,E,38,40,15,S,55,406550,5719217,6256
,MIEPOLL EXCHANGE (SCAX),MIEP,,,,,VIOLET TOWN-MURCHISON,RD,MIEPOLL,VIC,3666,145,30,51,E,36,36,46,S,55,367116,5947069,7549
,MILAWA EXCHANGE,MLWA,,,,,FACTORY,RD,MILAWA,VIC,3678,146,26,12,E,36,26,38,S,55,449504,5966654,6267
,MILDURA EXCHANGE & RT,MILD,21,25,,,LANGTREE,AVE,MILDURA,VIC,3500,142,9,38,E,34,11,4,S,54,606952,6216792,6170
,MILDURA SOUTH EXCHANGE,MILD,1573,,,,DEAKIN,AVE,MILDURA,VIC,3500,142,7,55,E,34,12,42,S,54,604268,6213808,7269
,MINERS REST EXCHANGE,MRST,50,,,,CLARKE,ST,MINERS REST,VIC,3352,143,48,19,E,37,28,31,S,54,748062,5848717,6158
,MINHAMITE EXCHANGE (SCAX),MIDH,,,,,MINHAMITE-CARAMUT,RD,MINHAMITE,VIC,3287,142,21,16,E,37,59,27,S,54,618933,5794347,7548
,MINIMAY EXCHANGE,MINI,,,,,MINIMAY-GOROKE,RD,MINIMAY,VIC,3413,141,10,46,E,36,42,53,S,54,516023,5936768,6161
,MININERA EXCHANGE,MINE,,,,,ROSSBRIDGE STREATHAM,RD,MININERA,VIC,3351,142,57,58,E,37,38,30,S,54,673462,5832135,7547
,MINJAH EXCHANGE (SCAX),MINJ,,,,,HAWKESDALE,RD,MINJAH,VIC,3280,142,26,49,E,38,4,18,S,54,626916,5785255,9005
,MINMINDIE EXCHANGE (SCAX),MIMI,,,,,KERANG-BOORT,RD,MINMINDIE,VIC,3537,143,45,16,E,35,59,43,S,54,748290,6013079,7546
,MINYIP EXCHANGE (SCAX) .,MINY,,,,,MARKET,ST,MINYIP,VIC,3392,142,35,7,E,36,27,36,S,54,642044,5963873,6446
,MIRBOO EXCHANGE (SCAX),MIRB,,,,,MIRBOO SOUTH,RD,MIRBOO,VIC,3871,146,12,22,E,38,28,7,S,55,430738,5741906,7545
,MIRBOO NORTH EXCHANGE,MIRN,63,,,,BURCHELL,LANE,MIRBOO NORTH,VIC,3871,146,9,22,E,38,24,13,S,55,426310,5749079,6404
,MIRRANATWA EXCHANGE,MIRT,,,,,MIRRANATWA SCHOOL,RD,MIRRANATWA,VIC,3294,142,24,41,E,37,24,21,S,54,624910,5859182,6413
CNR ALBERT ST,MITCHAM EXCHANGE,MITM,463,,,,MAROONDAH,HWY,MITCHAM,VIC,3132,145,11,28,E,37,48,59,S,55,340773,5813010,6356
,MITIAMO EXCHANGE,MITO,,,,,GLOSSOP,ST,MITIAMO,VIC,3573,144,13,58,E,36,12,42,S,55,251228,5989037,6480
,MITRE EXCHANGE (SCAX),MITR,,,,,NATIMUK-FRANCES,RD,MITRE,VIC,3401,141,46,57,E,36,43,52,S,54,569866,5934681,7544
N SCRUBBY CREEK RD,MITTA MITTA EXCHANGE,MAMA,,,,,OMEO,HWY,MITTA MITTA,VIC,3701,147,21,41,E,36,31,38,S,55,532342,5957498,3959
CNR KULWIN RD,MITTYACK EXCHANGE,MITT,,,,,COCAMBA,RD,MITTYACK,VIC,3533,142,39,26,E,35,6,41,S,54,651020,6113360,7541
,MOCKINYA EXCHANGE (SCAX),MOCK,,,,,HENTY,HWY,MOCKINYA,VIC,3401,142,8,22,E,36,55,8,S,54,601490,5913530,7539
,MOE EXCHANGE,MOEE,80,82,,,NARRACAN,DR,MOE,VIC,3825,146,16,42,E,38,10,57,S,55,436790,5773705,6440
,MOLESWORTH EXCHANGE,MOLE,4166,,,,GOULBURN VALLEY,HWY,MOLESWORTH,VIC,3718,145,33,28,E,37,9,35,S,55,371934,5886450,7538
,MOLIAGUL EXCHANGE,MOLI,,,,,MURRAY,ST,MOLIAGUL,VIC,3472,143,39,56,E,36,45,10,S,54,737956,5929252,6313
W CNR BOSTOCK RD,MOLYULLAH EXCHANGE,MYAH,,,,,KILFEERA,RD,MOLYULLAH,VIC,3673,146,9,45,E,36,38,25,S,55,425123,5944690,7536
,MONBULK EXCHANGE,MONB,46,,,,MAIN,RD,MONBULK,VIC,3793,145,24,39,E,37,52,36,S,55,360231,5806693,6197
,MONTROSE EXCHANGE,MTRE,18,,,,LEITH,RD,MONTROSE,VIC,3765,145,20,50,E,37,48,41,S,55,354508,5813839,6201
,MOOLAP EXCHANGE & RT,MOLP,131,,,,BELLARINE,HWY,MOOLAP,VIC,3221,144,24,2,E,38,10,22,S,55,272295,5771824,6204
,MOONAMBEL EXCHANGE,MBEL,,,,,BROOKE,ST,MOONAMBEL,VIC,3478,143,19,6,E,36,59,14,S,54,706333,5904023,6149
,MOORABOOL EXCHANGE,MOOB,250,,,,BALLAN,RD,MOORABOOL,VIC,3221,144,17,49,E,38,4,14,S,55,262881,5782919,6146
,MOORALLA EXCHANG,MRLA,,,,,EAST WEST,RD,MOORALLA,VIC,3314,142,7,17,E,37,23,52,S,54,599251,5860400,7534
,MOOROODUC EXCHANGE,MOOD,,,,,MORNINGTON TYABB,RD,MOOROODUC,VIC,3933,145,6,12,E,38,14,49,S,55,334024,5765083,6215
CNR ALAWARA DR,MOOROOLBARK EXCHANGE,MORK,158,,,,MANCHESTER,RD,MOOROOLBARK,VIC,3138,145,18,47,E,37,46,37,S,55,351431,5817592,6422
25M N CNR ANN ST,MOOROOPNA EXCHANGE,MOOP,975,,,,ECHUCA,RD,MOOROOPNA,VIC,3629,145,18,3,E,36,19,32,S,55,347475,5978617,6316
CNR LEWIS ST &,MORDIALLOC EXCHANGE,MLOC,31,,,,ALBERT,ST,MORDIALLOC,VIC,3195,145,5,9,E,38,0,14,S,55,331937,5792038,6314
,MORELAND EXCHANGE,MLND,5,9,,,WOLSELEY,ST,COBURG,VIC,3058,144,57,50,E,37,45,12,S,55,320626,5819607,6315
,MORIAC EXCHANGE,MORI,780,,,,HENDY MAIN,RD,MOUNT MORIAC,VIC,3240,144,10,34,E,38,14,12,S,55,252841,5764167,6213
,MORNINGTON EXCHANGE,MORN,28,,,,MOOMBA,ST,MORNINGTON,VIC,3931,145,2,42,E,38,13,59,S,55,328899,5766520,7734
,MORTLAKE EXCHANGE,MRLT,,,,,WEBSTER,ST,MORTLAKE,VIC,3272,142,48,21,E,38,4,59,S,54,658373,5783441,7742
,MORWELL EXCHANGE,MWRL,7,,,,VICTOR,ST,MORWELL,VIC,3840,146,24,5,E,38,14,2,S,55,447604,5768065,7281
,MOUNT BEAUTY EXCHANGE & RT,MTBY,187,189,,,KIEWA VALLEY,HWY,MOUNT BEAUTY,VIC,3699,147,9,16,E,36,44,4,S,55,513802,5934567,7743
,MOUNT BUFFALO EXCHANGE & RT,BGHT,,,,,MOUNT BUFFALO,RD,MOUNT BUFFALO,VIC,3740,146,49,2,E,36,43,28,S,55,483679,5935664,12244
,MOUNT BULLER EXCHANGE & RT,MTBL,,,,,OFF SUMMIT,RD,MOUNT BULLER,VIC,3723,146,26,53,E,37,8,44,S,55,450975,5888839,7529
,MOUNT BUTE EXCHANGE,MTBU,,,,,EIGHT MILE,RD,MOUNT BUTE,VIC,3324,143,26,5,E,37,52,33,S,54,714135,5805179,7526
,MOUNT CLEAR EXCHANGE,MTCA,3,,,,WHITEHORSE,RD,MOUNT CLEAR,VIC,3350,143,52,4,E,37,36,17,S,54,753152,5834185,7897
,MOUNT COTTRELL EXCHANGE,MTCO,1627,,,,BOUNDARY,RD,MOUNT COTTRELL,VIC,3024,144,38,52,E,37,48,1,S,55,292902,5813751,6424
,MOUNT ECCLES EXCHANGE,MTEC,,,,,AMIETTS,RD,MOUNT ECCLES,VIC,3953,145,57,25,E,38,22,29,S,55,408883,5752107,6209
CNR DAVIES AVE,MOUNT ELIZA EXCHANGE,MTEA,63,,,,MOUNT ELIZA,WAY,MOUNT ELIZA,VIC,3930,145,5,24,E,38,11,1,S,55,332731,5772087,7814
CNR MONBULK RD,MOUNT EVELYN EXCHANGE,MTEN,3,5,,,GRANTULLY,ST,MOUNT EVELYN,VIC,3796,145,22,46,E,37,47,25,S,55,357304,5816231,6225
,MOUNT MACEDON EXCHANGE (BVR),MTMN,213,,,,MOUNT MACEDON,RD,MOUNT MACEDON,VIC,3441,144,35,4,E,37,24,48,S,55,286220,5856548,6269
,MOUNT MARTHA EXCHANGE,MTHA,12,,,,WATSON,RD,MOUNT MARTHA,VIC,3934,145,0,56,E,38,16,3,S,55,326393,5762656,7581
,MOUNT RICHMOND EXCHANGE,MTRI,,,,,POST OFFICE,RD,MOUNT RICHMOND,VIC,3305,141,20,35,E,38,12,6,S,54,530037,5771763,7524
,MOUNT TASSIE EXCHANGE,MTAS,,,,,BALOOK,RD,CALLIGNEE,VIC,3844,146,33,48,E,38,24,2,S,55,461865,5749643,12182
,MOUNT TAYLOR EXCHANGE,MTTR,,,,,WYYUNG,RD,MOUNT TAYLOR,VIC,3875,147,36,3,E,37,44,36,S,55,552926,5822494,7522
,MOUNT WALLACE EXCHANGE,MTWL,,,,,MOUNT WALLACE-BALLARK,RD,MOUNT WALLACE,VIC,3342,144,13,21,E,37,44,29,S,55,255260,5819258,7791
,MOUTAJUP EXCHANGE,MOUT,,,,,GLENELG,HWY,MOUTAJUP,VIC,3294,142,11,10,E,37,42,21,S,54,604552,5826171,7533
,MOYHU EXCHANGE (SCAX),MOYU,,,,,BARTLEY,ST,MOYHU,VIC,3732,146,22,37,E,36,34,43,S,55,444249,5951676,7531
,MOYSTON EXCHANGE & RT,MOYS,,,,,BROOKE,ST,MOYSTON,VIC,3377,142,45,58,E,37,18,7,S,54,656522,5870180,6206
,MT. DUNEED EXCHANGE (SCAX),MTDU,,,,,LOWER DUNEED,RD,MOUNT DUNEED,VIC,3216,144,20,17,E,38,15,3,S,55,267063,5763015,6212
,MUDGEGONGA EXCHANGE (SCAX),MGGA,,,,,BLACKS FLAT,RD,MUDGEGONGA,VIC,3737,146,51,0,E,36,29,44,S,55,486556,5961060,7520
NEAR PRINCES HIGHWAY,MUMBANNAR EXCHANGE,MUMB,,,,,MUMBANNAR-WANWIN,RD,MUMBANNAR,VIC,3304,141,2,31,E,37,55,17,S,54,503686,5802915,7519
,MUNDARRA EXCHANGE,MDRR,,,,,,,MUNDARRA,VIC,3318,141,11,55,E,37,4,24,S,54,517653,5896984,
,MUNRO EXCHANGE (SCAX),MUNR,,,,,MUNRO - STOCKDALE,RD,MUNRO,VIC,3862,147,11,20,E,37,53,42,S,55,516599,5805803,8828
,MUNTHAM EXCHANGE & RT,MNTM,,,,,GLENELG,HWY,MUNTHAM VIA COLERAINE,VIC,3315,141,32,7,E,37,34,38,S,54,547263,5840966,7518
,MURCHISON EXCHANGE,MURC,,,,,ROBINSON,ST,MURCHISON,VIC,3610,145,13,14,E,36,37,9,S,55,340871,5945914,7605
,MURRABIT EXCHANGE,MBIT,,,,,MURRABIT WEST,RD,MURRABIT,VIC,3579,143,56,13,E,35,31,25,S,54,766314,6064934,7514
,MURRAYVILLE EXCHANGE,MURV,14,,,,GRAY,ST,MURRAYVILLE,VIC,3512,141,10,52,E,35,15,54,S,54,516469,6097564,7797
,MURTOA EXCHANGE,MURT,5,,,,MCDONALD,ST,MURTOA,VIC,3390,142,28,12,E,36,37,10,S,54,631444,5946348,7786
,MYALL EXCHANGE (SCAX),MYAL,,,,,KOONDROOK-MURRABIT,RD,MYALL VIA KERANG,VIC,3579,143,59,48,E,35,35,38,S,54,771493,6056973,10389
